id,name,text,trans
0-chapter_name,,第1R 騎空士デビュー！,第1R 骑空士出道！
0-synopsis,,町で情報収集をするスペシャルウィーク達は、東海テイオー達に出会う。依頼の荷が想定よりも大きく運搬方法に困っていた東海テイオー達を見て、スペシャルウィーク達は協力を申し出る。ウマ娘達の力と速さに驚く東海テイオー達。またスペシャルウィーク達も、魔物をあっさりいなしてみせた東海テイオーを見て驚き、騎空士という存在を知るのだった。,在小镇收集情报的特别周一行、和姬塔一行相遇了。看到因为委托的货物比设想的还要大而在困扰搬运方法的姬塔一行、特别周一行提出了要来帮忙。姬塔一行为马娘们的力量和速度惊讶。然后特别周一行看见、轻松击退魔物的姬塔也被吓到、知道了名为骑空士的存在。
1,,ひとつ目の巻物があるという\n「アンギュステ」に向かうため、\nまずは情報を集めることにした一同。,为了去往有着第一个\n卷轴的「奥古斯特」、\n一行人首先开始了情报收集。
2,,効率よく聞き込みを行うため、\n二手に分かれて町へ繰り出しており──,为了高效率的打听、\n分成了两组一起到镇上去──
3,,スペシャルウィーク、\nサイレンススズカ、トウカイテイオーは\n町の北側を歩いていた。,特别周、\n无声铃鹿、东海帝王\n向着小镇的北侧走去。
6,トウカイテイオー,お姉さん、こんにちは！\n今日は良いお天気ですね！,大姐姐、你好！\n今天天气真好呢！
7,町の住人/街上住民,こんにちは。この辺りでは\n見かけないお嬢さんね。\nどこか遠くから来たのかしら？,你好。是在这附近\n没见过的小姑娘呢。\n是从很远的地方来的吗？
8,トウカイテイオー,そうなんだよね～！\nなんてったって、\n別の世界から来たんだもん！,是哦～！\n不管怎么说、\n是从别的世界来的嘛！
9,町の住人/街上住民,別の世界……？\nふふ、面白い子ね。,别的世界……？\n（笑）、真是有趣的孩子。
10,トウカイテイオー,笑いごとじゃないよ～！\nすっごく困ってるんだから！,这可不是闹着玩的～！\n真的超级困扰的！
11,トウカイテイオー,それでね、お姉さんに\nちょっと聞きたいことがあるんだ。,所以呢、有想向大姐姐\n稍微打听一下的事儿。
12,町の住人/街上住民,あら、何かしら？\n私に答えられることだといいのだけど。,啊啦、想问什么？\n要是是我能回答得上的问题就好了。
16,サイレンススズカ,すごいわね……\nテイオー、あっという間に\n仲良くなってるわ。,好厉害呢……\n帝王、瞬间就\n搞好关系了。
17,スペシャルウィーク,<span class='scene-font-4'>よーしっ！</span>\n私達も頑張らないとですね！,<span class='scene-font-4'>好！</span>\n我们也不加油可不行了呢！
18,スペシャルウィーク,あっ、あそこにいるふたり組、\n歳も近くて話しかけやすいかも……,啊、在那里的两人组、\n跟我们年龄相近说不定更容易搭话……
20,,スペシャルウィークは、\n荷車の前で佇んでいる\nふたりの少女に目を留める。,特别周、注意到了\n货车前面站着的\n两位少女。
21,,すぐ傍には２つの巨大な樽があり、\nそれを見て溜め息をついていた。,旁边有2个巨大的桶、\n（她们在）看着（这2个桶）叹气。
22,スペシャルウィーク,どうしたんだろう……\n何か困ってるみたい。,这是怎么了……\n好像有什么困扰。
26,,スペシャルウィークは、\n考えるより先に足が動き、\nふたり組に話しかける。,特别周在思考之前、\n脚先动了起来、\n向两人组搭话了。
27,スペシャルウィーク,あの……大丈夫ですか？,那个……没事吗？
27-sel1_txt,,あなたは……？,你是……？
28,スペシャルウィーク,あ、いきなりすみませんっ！,啊、这么突然真是抱歉！
29,スペシャルウィーク,私……スペシャルウィークです！\n怪しいウマ娘じゃありませんよ！？,我……是特别周！\n不是什么奇怪的马娘哟！？
30,,ふたり組──\n東海テイオーとルリアは、\nスペシャルウィークに向き直る。,两人组──\n姬塔和露丽娅、\n转向了特别周。
31,ルリア/露莉亚,初めまして、\nスペシャルウィークさん！\n私はルリアです。,初次见面、\n特别周！\n我是露丽娅。
31-sel1_txt,,東海テイオーです,我是姬塔
32,スペシャルウィーク,（よかったぁ……\n優しそうな人達だべ……）,（太好了……\n是很温柔的人们……）
33,スペシャルウィーク,それで、その……\n何かあったんですか？,所以、那个……\n发生了什么吗？
34,ルリア/露莉亚,実は……私達、依頼を受けて、\n近くの村の孤児院で\nお手伝いをしているんです。,其实……我们、接受了委托、\n在给附近村庄的孤儿院帮忙。
35,ルリア/露莉亚,それで、町で燃料油を\n受け取ってきてほしいって\n頼まれたんですけど……,然后、被拜托了来小镇取燃油……
36,,ルリアは自身の背丈よりも\n大きな樽を見上げる。,露丽娅抬头看了一下\n比自己还高的桶。
37,ルリア/露莉亚,孤児院だけじゃなくて、\n村全体の分だったみたいで、\nすっごくたくさんあって……,看起来不止是孤儿院的份、\n是村子全部的份呢、\n有非常非常多……
38,スペシャルウィーク,なるほど……\nこれじゃ荷台にも乗りませんよね。,原来如此……\n这样的话连车斗都装不下呢。
39,スペシャルウィーク,でも、任せてくださいっ！\n村まで運べばいいんですよね！,但是、交给我吧！\n只要运到村里就行了是吧！
40,スペシャルウィーク,どっこい……しょっ！！！,どっこい……しょっ！！！
41,,スペシャルウィークは、\n掛け声とともに\n軽快に大樽を持ち上げた。,特别周、\n和喊声一同\n轻快地举起了大桶。
41-sel1_txt,,ええっ……！？,诶诶……！？
43,ルリア/露莉亚,はわわっ！？\nむ、無理しないでください！？,哈哇哇！？\n不、不要勉强自己！？
44,スペシャルウィーク,大丈夫……ですっ！\n地元にいた頃は、お母ちゃんと一緒に\nよく畑で力仕事してましたから！,没问题……的！\n在自己家的时候、和妈妈一起\n经常在田地里干力气活！
45,スペシャルウィーク,このまま村まで運びますっ！\nもうひとつのタルもなんとか……,就这样运到村里！\n还有一桶油也总能……
47,サイレンススズカ,スペちゃん、流石に無茶しすぎよ。\nそっちは私に任せて？,小特、再怎么说也太乱来了。\n另外一个就交给我吧？
48,スペシャルウィーク,あ、スズカさん……！\nありがとうございます！,啊、铃鹿……！\n非常感谢！
49,,そこに、別の町人に話しかけていた\nサイレンススズカも来て、\nもうひとつの樽を背負い上げる。,这时、在和别的镇民搭话的\n无声铃鹿也来了、\n背起了另一个捅。
